Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Early-demographic dividend,EAR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.87137269,58.89921838,58.76954785,59.00599622,59.14369378,59.38956255,59.65250657,59.94110578,60.22670911,60.3502933,60.00055936,59.57310245,59.33091859,59.14381565,58.84277481,58.82376008,58.94526722,58.83732477,58.84129848,58.88189751,58.66867438,58.46166764,58.38634865,58.24345158,58.23657515,58.1658177,58.1280837,58.09095961,58.05866609,56.72633988,57.53109791,58.54981382,
East Asia & Pacific,EAS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25671573,79.16407941,78.9682362,78.99898466,78.88810986,78.78562365,78.5806218,78.41188977,78.25466401,78.13594281,77.8562332,77.40531314,76.99664974,76.66088441,76.27267943,75.93804429,75.8514222,75.5085586,75.10904532,74.78226525,74.95269408,74.78071021,74.53371532,74.52769114,74.4575864,74.31805225,74.12108192,74.1796476,74.19011547,73.03871667,73.75986658,74.18466087,
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.48250752,65.43221359,64.55477036,65.40188022,65.21666853,64.92843293,64.40037326,64.22158162,63.98409022,62.96213125,62.75669315,62.59954727,62.14162917,61.3261492,61.14032553,60.6750811,60.65735726,60.70858145,60.87965326,61.11571804,61.5038591,61.43525722,61.67485564,61.93319535,62.33338055,62.76334637,63.08901512,63.32753848,63.55456112,61.73009393,62.76146694,63.00363136,
Europe & Central Asia,ECS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.24084224,68.9183948,68.19160629,67.97502827,67.76944535,67.60574325,67.29786496,67.19239679,67.93858158,67.83022234,67.49657907,67.63732696,67.69893287,67.74947907,68.06864642,68.29090289,68.5679971,68.84593831,68.886284,68.92930521,69.13018187,69.44047809,69.68817321,69.98065164,70.24844275,70.72518181,71.02001727,71.29565709,71.46668281,70.58041923,71.35348963,72.31477489,
Ecuador,ECU,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.703,64.709,64.704,64.93,64.959,64.938,65.872,68.133,66.852,65.535,66.18,66.819,67.452,69.617,69.109,70.141,69.012,68.872,66.4,65.197,64.218,64.99,64.886,65.29,68.32,70.359,70.977,69.538,69.146,63.512,69.104,69.208,
"Egypt, Arab Rep.",EGY,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.085,49.633,50.379,51.313,50.191,49.485,48.781,48.075,49.75,48.507,47.248,45.581,46.535,47.484,48.434,49.387,50.315,50.011,50.314,51.785,51.268,50.955,50.998,50.742,49.516,49.001,47.296,45.669,44.569,44.029,45.556,46.471,
Euro area,EMU,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.23474812,65.73128024,65.59974093,65.74782169,65.67447809,65.96643622,66.24511615,66.76400689,67.29238687,67.627595,67.67113777,68.28887707,68.9723874,69.22381164,69.87048031,70.40800986,70.80025861,71.21795145,71.30663467,71.33107701,71.48119976,72.00029369,72.24552171,72.42775959,72.57337783,73.0931526,73.34962351,73.60049083,73.93992663,72.9234184,73.81768519,74.72046894,
Eritrea,ERI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.099,82.344,82.596,82.841,83.066,82.996,82.827,82.573,82.25,81.951,81.301,80.657,80.046,79.479,78.953,79.01,79.084,79.201,79.351,79.51,79.828,80.077,80.294,80.508,80.641,80.494,80.379,80.282,80.113,79.135,79.189,80.124,
Spain,ESP,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.416,59.621,59.884,60.622,60.581,61.201,62.106,62.743,63.559,65.153,64.394,66.473,67.799,68.751,70.024,71.094,71.773,72.738,73.111,73.551,73.933,74.28,74.294,74.217,74.341,74.246,73.933,73.744,73.785,72.273,73.753,74.1,
Estonia,EST,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.418,75.218,73.826,74.069,72.962,72.345,71.608,71.733,69.877,69.806,69.016,68.125,70.024,70.094,70.046,72.571,72.969,74.072,73.93,73.765,74.711,74.769,75.117,75.201,76.548,77.282,78.699,78.947,78.715,79.067,78.876,80.899,
Ethiopia,ETH,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.66,78.636,78.68,78.677,79.115,79.546,79.979,80.409,80.83,81.244,81.655,82.055,82.45,82.84,83.225,83.165,83.105,83.045,82.988,82.935,82.884,82.834,82.783,82.685,82.588,82.514,82.437,82.352,82.28,81.505,82.069,82.03,
European Union,EUU,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.41045776,67.00314948,66.73377284,66.67493844,66.50019118,66.59398084,66.72839075,67.0099226,67.39283627,67.65366276,67.66735022,67.8127476,68.233821,68.43163665,68.93226947,69.39968997,69.68059992,70.07795833,70.2325244,70.41476756,70.54995196,71.12860101,71.45997418,71.80592408,72.03426071,72.53993156,72.99116868,73.30562427,73.71051559,72.9504882,73.73905369,74.57674274,
Fragile and conflict affected situations,FCS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.22092255,67.08753292,66.89104021,66.70608062,66.63964205,66.56942144,66.4662291,66.34682476,66.19920346,66.05230919,65.89668884,65.73044816,65.56517783,65.45789389,65.32378473,65.10036029,64.89441853,64.63387518,64.35972868,64.11347775,63.97539451,63.56161867,63.38984506,63.31006587,63.13718381,63.02063802,62.81433119,62.66455092,62.25394049,61.23665733,61.09269869,61.08044225,
Finland,FIN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.667,74.202,73.399,72.67,71.907,71.486,72.721,72.911,73.86,74.053,74.591,74.768,74.64,74.396,74.568,75.063,75.42,75.825,74.826,74.383,74.806,75.119,75.025,75.263,75.67,75.788,76.625,77.779,78.163,78.133,78.685,79.631,
Fiji,FJI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.014,60.852,60.826,60.706,60.666,60.552,60.419,60.296,60.175,60.057,59.942,59.829,59.719,59.616,58.18,59.283,60.377,61.452,62.506,63.55,64.586,63.546,62.475,61.366,60.66,59.936,59.878,59.877,59.99,58.09,58.016,60.449,
France,FRA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.911,67.319,67.503,67.666,67.84,68.43,68.275,68.448,68.991,69.054,68.909,69.24,70.18,70.066,69.7,69.645,69.719,69.919,70.379,70.378,70.265,70.954,71.651,71.666,72.021,72.206,72.193,72.568,72.372,71.704,73.705,74.311,
Faroe Islands,FRO,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.279,53.225,53.196,53.146,53.081,53.001,52.91,52.788,52.586,52.415,52.25,52.067,51.895,51.717,51.554,51.308,51.119,50.915,50.75,50.639,50.511,50.393,50.3,50.229,50.182,50.271,50.352,50.426,50.493,47.494,48.028,50.444,
United Kingdom,GBR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.541,76.156,75.723,75.565,75.308,75.517,75.677,75.488,75.277,75.557,75.195,75.324,75.305,75.275,75.658,76.033,75.824,76.098,75.903,75.629,75.805,76.264,76.637,76.878,77.101,77.53,77.8,78.117,78.368,78.04,77.439,77.552,
Georgia,GEO,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,68.993,69.514,70.077,69.819,69.189,68.655,68.475,69.227,66.677,69.032,68.088,69.379,68.101,67.571,66.011,67.583,68.289,69.964,71.253,72.031,73.17,72.837,73.488,74.746,74.053,71.945,69.713,68.414,68.68,69.33,68.596,
Ghana,GHA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.264,77.965,77.659,77.347,77.032,76.714,76.394,76.07,75.747,75.423,75.126,74.828,74.53,74.229,73.923,73.615,73.302,72.986,72.663,72.337,72.007,71.675,71.344,71.015,70.685,70.654,70.635,70.609,70.589,69.941,69.882,70.578,
Gibraltar,GIB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.816,65.907,65.981,66.027,66.054,66.145,66.225,66.274,66.29,66.275,66.365,66.425,65.693,64.956,64.215,63.468,62.714,61.958,61.2,60.442,59.684,58.923,58.163,57.4,56.641,55.892,55.146,54.402,53.657,53.15,53.111,53.489,
"Gambia, The",GMB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.946,58.1,58.219,58.377,58.536,58.696,58.854,59.009,59.163,59.313,59.46,59.602,59.736,59.861,59.984,60.108,60.233,60.36,60.49,60.62,60.748,60.877,61.066,61.246,61.427,61.615,61.806,62.001,61.944,61.337,61.629,61.828,
Guinea-Bissau,GNB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.81,58.729,58.649,58.55,58.427,58.438,58.375,58.056,57.941,57.855,57.744,57.616,57.492,57.374,57.264,57.191,57.117,57.043,56.974,56.917,56.911,56.863,56.831,56.787,56.758,56.747,56.723,56.672,56.619,56.084,56.498,56.6,
Equatorial Guinea,GNQ,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.241,59.252,59.257,59.222,59.139,59.008,58.838,58.66,58.501,58.37,58.259,58.145,58.049,57.978,57.927,57.842,57.763,57.705,57.663,57.621,57.563,57.454,57.354,57.275,57.21,57.197,57.165,57.133,57.099,54.385,54.98,56.966,
Greece,GRC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.062,58.995,59.337,60.184,60.881,61.804,61.916,63.577,63.732,63.819,63.188,63.752,64.395,65.581,65.855,66.252,66.077,66.154,66.75,67.21,66.628,66.895,66.943,66.828,67.003,67.116,67.078,66.903,67.039,66.008,66.467,68.654,
Grenada,GRD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.507,63.628,63.709,63.788,63.9,63.924,64.017,64.137,64.205,64.261,64.261,64.333,64.352,64.399,63.976,63.551,63.123,62.692,62.258,61.821,63.01,67.02,61.99,62.402,62.404,62.515,62.659,62.298,61.081,59.458,60.835,62.159,
Guam,GUM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.153,74.814,74.442,74.038,73.617,73.183,72.732,72.272,71.81,71.361,69.16,65.897,65.647,65.376,64.864,66.6,61.363,63.465,65.555,65.408,66.908,67.176,67.463,67.764,68.071,68.376,68.677,68.985,69.289,68.55,69.662,70.144,
Guyana,GUY,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.189,61.537,61.886,61.63,61.369,61.105,60.843,60.586,60.334,60.083,59.834,59.581,59.421,59.271,59.118,58.961,58.804,58.652,58.506,58.368,58.244,58.122,57.999,57.883,57.773,57.667,57.564,57.398,53.234,52.846,52.655,53.33,
High income,HIC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.78770237,70.70553192,70.36451159,70.17136649,70.14466853,70.19533594,70.22150821,70.10260306,70.64243968,70.80337964,70.57203836,70.64012565,70.66652472,70.82867006,71.14524051,71.47806136,71.67465032,71.88970545,71.70440793,71.57648474,71.5873692,71.8764852,72.07805557,72.3524191,72.55333822,73.01448615,73.32310977,73.67896294,74.01317318,73.33278868,73.97352921,74.65562152,
"Hong Kong SAR, China",HKG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.85,69.008,69.48,69.831,69.5,69.632,69.92,70.363,69.788,69.191,70.262,70.936,70.584,70.634,70.421,70.788,70.863,70.536,70.472,69.197,69.87,70.495,71.521,71.62,72.112,72.427,72.816,73.351,73.037,72.56,72.803,71.801,
Honduras,HND,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.107,67.223,67.36,67.214,67.342,67.279,67.343,67.362,67.187,65.656,65.094,64.531,63.965,63.396,62.823,61.035,60.087,60.734,61.871,63.121,60.89,59.69,63.929,65.599,65.506,64.964,65.722,68.357,66.205,61.783,63.92,64.175,
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.32742018,72.26660465,72.10671558,72.00755323,72.04334778,72.03551686,71.99128414,71.95948756,71.92373805,71.84814539,71.85288624,71.83615553,71.79054954,71.7888546,71.75932572,71.59780781,71.3375636,71.09938343,70.82158167,70.5504016,70.25592841,69.83799676,69.66412563,69.45100087,69.21881195,69.17290206,68.9683033,68.90054414,68.6888249,67.97516124,68.04462717,68.26053162,
Croatia,HRV,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.44,65.158,64.835,64.483,64.237,64.023,63.732,63.421,63.094,62.743,62.4,62.058,61.137,62.276,60.718,60.386,65.564,65.742,65.667,65.195,64.305,64.047,63.909,66.399,67.21,65.857,66.654,66.473,66.638,67.099,68.425,69.311,
Haiti,HTI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.491,67.153,66.812,66.469,66.126,65.66,65.193,64.723,64.254,63.785,64.003,64.223,64.444,64.666,64.888,65.256,65.635,66.006,66.387,66.735,66.933,66.908,66.988,67.085,67.113,67.149,67.213,67.254,67.151,66.531,66.863,66.738,
Hungary,HUN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.332,64.316,61.909,60.032,58.989,57.768,57.126,58.159,59.395,59.768,59.343,59.411,60.435,60.096,61.176,61.922,61.699,61.382,61.397,62.063,62.403,63.602,64.598,66.887,68.569,70.049,71.092,71.888,72.577,72.765,76.148,76.865,
IBRD only,IBD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.83009827,69.71725183,69.46069318,69.40365036,69.39249517,69.26184706,69.22806313,69.2060709,69.39054541,69.32818597,68.92423232,68.4956665,68.14098355,67.88629581,67.58798972,67.41496117,67.36981964,67.13473872,66.95533029,66.68229595,66.53075799,66.30735234,66.08769813,65.94386104,65.86385532,65.73279327,65.53266156,65.4012685,65.27942142,63.72865954,64.79658204,65.51936713,
IDA & IBRD total,IBT,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.95644804,68.84424296,68.60627612,68.54529549,68.49569806,68.39857787,68.37429595,68.3523102,68.483829,68.40764276,68.05679252,67.69192896,67.38638893,67.16485233,66.89584209,66.71004374,66.62366095,66.38972409,66.2178727,65.97181851,65.80617204,65.56996144,65.37536232,65.22541165,65.16510159,65.03538037,64.90312138,64.77703597,64.67756992,63.35725271,64.20852507,64.78621726,
IDA total,IDA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.89247896,64.81984527,64.70891355,64.6722169,64.49075542,64.57949774,64.62825998,64.64046316,64.5814283,64.48700537,64.40060435,64.33742076,64.26728372,64.21141931,64.0894833,63.88320945,63.66814884,63.47382479,63.36775207,63.2644648,63.0846078,62.83748719,62.76855122,62.63064813,62.67743853,62.59139703,62.73526775,62.66717619,62.6820054,62.15024609,62.3363181,62.5199801,
IDA blend,IDB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.12759834,59.22964384,59.05963995,59.00746475,58.62789824,58.94783127,59.25306733,59.13732967,59.19466526,59.26328885,59.25564651,59.28715407,59.32350385,59.3372451,59.18414299,59.04450968,59.00556359,58.89679439,59.03339379,59.15451887,59.05718426,59.05759275,59.06511773,58.83547678,59.22181988,59.07238398,58.90459081,58.72043945,59.05283048,58.77601496,59.38651455,59.64782348,
Indonesia,IDN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.769,68.04,67.34,68.715,68.695,68.673,68.069,68.666,69.081,69.586,69.098,68.024,67.652,67.607,66.576,66.424,68.414,68.61,68.273,68.875,69.41,69.984,69.306,69.095,69.043,68.778,69.08,70.062,70.608,69.675,68.207,69.09,
IDA only,IDX,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.73436707,67.56834568,67.47619137,67.44499156,67.36267825,67.34876105,67.28327688,67.36876135,67.25983063,67.09915563,66.98857775,66.87926616,66.75190093,66.66117215,66.55440713,66.31360298,66.01116278,65.77728462,65.55299844,65.3404803,65.11960531,64.74383569,64.63261971,64.53650687,64.40655962,64.34274924,64.63242004,64.61443181,64.46574019,63.80353725,63.77853329,63.92336875,
Isle of Man,IMN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.896,55.878,55.881,55.905,56.473,57.04,57.608,58.175,58.742,59.308,58.794,58.279,57.762,57.241,56.716,56.742,56.766,56.791,56.818,56.847,56.173,55.501,55.376,55.235,55.061,54.81,54.524,54.221,53.923,53.202,54.097,55.356,
Not classified,INX,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.344,63.585,64.356,65.13,65.147,65.925,66.634,68.924,70.637,71.585,71.437,71.464,71.69,72.034,74.253,74.859,75.472,74.754,72.961,71.582,71.239,71.25,71.965,71.967,72.121,72.735,72.695,72.957,73.291,71.913,74.546,76.758,
"Iran, Islamic Rep.",IRN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.841,46.272,45.715,45.156,44.584,44.009,44.344,44.674,45.004,45.333,45.663,46.005,46.349,46.686,47.023,46.175,45.322,43.115,44.082,43.471,41.907,42.6,42.687,42.531,43.817,45.282,46.632,47.063,46.903,44.199,43.972,46.033,
Iraq,IRQ,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.844,43.681,43.697,43.705,43.658,43.65,43.528,43.539,43.545,43.549,43.549,43.545,43.538,43.528,43.513,43.494,43.47,43.309,43.149,42.993,42.837,42.68,43.681,44.694,44.744,44.795,43.534,43.562,43.32,41.179,41.521,42.863,
Iceland,ISL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.041,82.698,82.45,82.914,85.968,84.578,83.647,85.362,86.755,88.547,88.414,87.163,87.748,86.619,85.765,86.845,86.917,85.966,84.302,84.487,84.271,84.684,85.651,87.172,88.207,89.205,88.532,87.358,87.097,84.886,84.864,86.528,
Israel,ISR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.564,67.16,68.751,69.772,70.191,69.565,69.25,68.561,68.981,69.708,69.552,68.666,69.068,69.604,69.98,70.464,71.079,70.942,70.89,71.249,70.965,73.233,73.106,73.764,73.743,73.682,73.669,73.521,73.2,71.513,71.649,73.337,
Italy,ITA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.98,58.874,58.521,58.185,57.976,58.404,58.723,59.407,59.951,60.359,60.777,61.587,62.417,63.163,62.796,62.96,62.667,63.161,62.504,62.224,62.334,63.81,63.699,64.316,64.417,65.303,65.764,65.968,66.061,64.424,64.676,65.758,
Jamaica,JAM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.242,74.913,74.526,74.099,73.623,73.104,72.553,71.962,71.079,70.372,69.648,69.154,68.685,68.5,68.227,67.95,67.647,67.326,64.919,63.217,63.973,63.925,65.126,65.845,68.997,68.463,69.243,69.126,70.801,68.658,71.001,70.752,
Jordan,JOR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.524,40.306,40.502,40.662,40.748,40.833,40.858,40.893,40.903,40.874,40.347,39.901,38.971,39.465,39.957,39.409,41.614,41.368,41.998,41.383,40.933,39.901,38.938,38.058,39.321,40.676,42.054,41.045,41.241,42.055,40.726,41.424,
Japan,JPN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.896,71.389,71.571,71.643,71.776,72.286,72.859,72.911,72.776,72.86,73.009,72.731,72.729,72.72,73.136,73.612,74.047,74.244,74.349,74.413,74.322,74.419,75.326,76.086,76.498,77.423,78.209,79.455,80.242,80.296,80.639,81.266,
Kazakhstan,KAZ,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.26,75.548,75.965,76.481,76.801,76.795,76.705,76.678,76.539,76.275,76.019,75.938,76.263,76.451,76.141,76.452,77.178,77.824,77.503,77.225,77.057,77.007,77.051,77.151,77.291,77.444,77.605,77.779,78.022,77.308,77.825,77.032,
Kenya,KEN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.056,73.924,73.776,73.632,73.499,73.398,73.313,73.244,73.16,73.242,73.323,73.402,73.482,73.564,73.648,73.735,73.824,73.914,74.006,74.105,74.21,74.317,74.421,74.524,74.621,74.713,74.566,74.421,74.263,73.559,74.033,74.071,
Kyrgyz Republic,KGZ,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.915,75.019,76.23,77.852,78.357,77.987,77.409,77.33,77.127,76.785,76.458,76.507,76.102,75.702,75.747,75.538,74.924,74.262,73.929,73.833,73.004,70.473,68.611,67.513,67.825,67.462,65.934,66.99,67.177,67.752,68.064,68.941,
